user_id,item_id,rating,datetime,hour,is_weekend,is_holiday,click,cart,forward,buy
U03008,I1878,1,2025/12/10 1:13,1,0,0,1,0,0,0
U01880,I0744,1,2025/12/10 1:13,1,0,0,1,0,0,0
U03776,I1226,1,2025/12/10 1:13,1,0,0,1,0,0,0
U03459,I3279,2,2025/12/10 1:13,1,0,0,1,0,0,0
U04265,I2647,2,2025/12/10 1:13,1,0,0,1,0,0,0
U03524,I0142,1,2025/12/10 2:13,2,0,0,1,0,0,0
U00407,I3155,5,2025/12/10 2:13,2,0,0,1,1,1,1
U01767,I0662,1,2025/12/10 2:13,2,0,0,1,0,0,0
U02448,I0606,1,2025/12/10 2:13,2,0,0,1,0,0,0
U04275,I1363,2,2025/12/10 2:13,2,0,0,1,0,0,0
U02158,I1556,2,2025/12/10 2:13,2,0,0,1,0,0,0
U00835,I1418,1,2025/12/10 2:13,2,0,0,1,0,0,0
U03748,I0610,1,2025/12/10 2:13,2,0,0,1,0,0,0
U01794,I0673,2,2025/12/10 2:13,2,0,0,1,0,0,0
U02084,I2380,1,2025/12/10 2:13,2,0,0,1,0,0,0
U03996,I1016,2,2025/12/10 3:13,3,0,0,1,0,0,0
U04200,I2079,2,2025/12/10 3:13,3,0,0,1,0,0,0
U03553,I1959,2,2025/12/10 3:13,3,0,0,1,0,0,0
U01316,I3073,3,2025/12/10 3:13,3,0,0,1,1,0,0
U04212,I2538,2,2025/12/10 3:13,3,0,0,1,0,0,0
U01480,I1609,2,2025/12/10 4:13,4,0,0,1,0,0,0
U02536,I2643,2,2025/12/10 4:13,4,0,0,1,0,0,0
U00083,I0785,2,2025/12/10 4:13,4,0,0,1,0,0,0
U03723,I0268,1,2025/12/10 4:13,4,0,0,1,0,0,0
U03251,I0170,1,2025/12/10 4:13,4,0,0,1,0,0,0
U02373,I3090,1,2025/12/10 4:13,4,0,0,1,0,0,0
U01368,I2000,2,2025/12/10 4:13,4,0,0,1,0,0,0
U01589,I0298,1,2025/12/10 5:13,5,0,0,1,0,0,0
U01889,I2849,1,2025/12/10 5:13,5,0,0,1,0,0,0
U04280,I0133,2,2025/12/10 5:13,5,0,0,1,0,0,0
U03728,I2405,2,2025/12/10 5:13,5,0,0,1,0,0,0
U04541,I0605,1,2025/12/10 5:13,5,0,0,1,0,0,0
U04555,I1819,2,2025/12/10 5:13,5,0,0,1,0,0,0
U01588,I1965,2,2025/12/10 5:13,5,0,0,1,0,0,0
U02485,I2919,1,2025/12/10 5:13,5,0,0,1,0,0,0
U02276,I0603,1,2025/12/10 5:13,5,0,0,1,0,0,0
U03779,I0607,1,2025/12/10 5:13,5,0,0,1,0,0,0
U00991,I0373,1,2025/12/10 5:13,5,0,0,1,0,0,0
U02961,I1966,2,2025/12/10 6:13,6,0,0,1,0,0,0
U02584,I0914,1,2025/12/10 6:13,6,0,0,1,0,0,0
U03419,I1856,2,2025/12/10 6:13,6,0,0,1,0,0,0
U01953,I0314,1,2025/12/10 6:13,6,0,0,1,0,0,0
U04539,I1497,1,2025/12/10 6:13,6,0,0,1,0,0,0
U01423,I2057,2,2025/12/10 6:13,6,0,0,1,0,0,0
U01304,I2482,2,2025/12/10 6:13,6,0,0,1,0,0,0
U02550,I2397,1,2025/12/10 6:13,6,0,0,1,0,0,0
U00792,I3176,5,2025/12/10 6:13,6,0,0,1,1,1,1
U00246,I3130,3,2025/12/10 6:13,6,0,0,1,1,0,0
U02725,I0215,2,2025/12/10 6:13,6,0,0,1,0,0,0
U04918,I1479,1,2025/12/10 6:13,6,0,0,1,0,0,0
U00798,I2644,1,2025/12/10 6:13,6,0,0,1,0,0,0
U00759,I1528,2,2025/12/10 6:13,6,0,0,1,0,0,0
U03394,I0590,1,2025/12/10 6:13,6,0,0,1,0,0,0
U04631,I3223,2,2025/12/10 7:13,7,0,0,1,0,0,0
U03589,I0815,1,2025/12/10 7:13,7,0,0,1,0,0,0
U04015,I1526,1,2025/12/10 7:13,7,0,0,1,0,0,0
U01605,I2029,2,2025/12/10 7:13,7,0,0,1,0,0,0
U04925,I2541,2,2025/12/10 7:13,7,0,0,1,0,0,0
U03936,I2500,2,2025/12/10 7:13,7,0,0,1,0,0,0
U01506,I2423,1,2025/12/10 7:13,7,0,0,1,0,0,0
U03796,I1795,2,2025/12/10 7:13,7,0,0,1,0,0,0
U02103,I2190,1,2025/12/10 7:13,7,0,0,1,0,0,0
U04252,I0992,1,2025/12/10 8:13,8,0,0,1,0,0,0
U02290,I1611,1,2025/12/10 8:13,8,0,0,1,0,0,0
U00192,I2961,2,2025/12/10 8:13,8,0,0,1,0,0,0
U01751,I1964,2,2025/12/10 8:13,8,0,0,1,0,0,0
U04046,I2855,2,2025/12/10 8:13,8,0,0,1,0,0,0
U04622,I0183,1,2025/12/10 8:13,8,0,0,1,0,0,0
U02064,I0501,1,2025/12/10 8:13,8,0,0,1,0,0,0
U00232,I3042,2,2025/12/10 8:13,8,0,0,1,0,0,0
U02847,I1632,1,2025/12/10 8:13,8,0,0,1,0,0,0
U03351,I3066,2,2025/12/10 9:13,9,0,0,1,0,0,0
U03734,I1668,2,2025/12/10 9:13,9,0,0,1,0,0,0
U03426,I2415,1,2025/12/10 9:13,9,0,0,1,0,0,0
U01381,I0649,2,2025/12/10 9:13,9,0,0,1,0,0,0
U01442,I2850,1,2025/12/10 9:13,9,0,0,1,0,0,0
U00841,I0120,2,2025/12/10 9:13,9,0,0,1,0,0,0
U02098,I1993,1,2025/12/10 9:13,9,0,0,1,0,0,0
U04403,I2085,1,2025/12/10 9:13,9,0,0,1,0,0,0
U03203,I1600,2,2025/12/10 9:13,9,0,0,1,0,0,0
U02537,I2301,1,2025/12/10 9:13,9,0,0,1,0,0,0
U03199,I0218,1,2025/12/10 10:13,10,0,0,1,0,0,0
U01596,I3072,1,2025/12/10 10:13,10,0,0,1,0,0,0
U00380,I0033,1,2025/12/10 10:13,10,0,0,1,0,0,0
U01233,I0762,2,2025/12/10 10:13,10,0,0,1,0,0,0
U01419,I1057,5,2025/12/10 10:13,10,0,0,1,1,1,1
U02258,I0859,1,2025/12/10 10:13,10,0,0,1,0,0,0
U00645,I0814,2,2025/12/10 10:13,10,0,0,1,0,0,0
U00786,I2128,1,2025/12/10 10:13,10,0,0,1,0,0,0
U02874,I2557,2,2025/12/10 10:13,10,0,0,1,0,0,0
U04168,I0129,3,2025/12/10 10:13,10,0,0,1,1,0,0
U01629,I1819,1,2025/12/10 10:13,10,0,0,1,0,0,0
U01847,I2773,2,2025/12/10 11:13,11,0,0,1,0,0,0
U04841,I0595,1,2025/12/10 11:13,11,0,0,1,0,0,0
U03696,I0079,2,2025/12/10 11:13,11,0,0,1,0,0,0
U02668,I3002,1,2025/12/10 11:13,11,0,0,1,0,0,0
U03719,I1558,3,2025/12/10 11:13,11,0,0,1,1,0,0
U02960,I0365,2,2025/12/10 11:13,11,0,0,1,0,0,0
U04552,I0358,1,2025/12/10 11:13,11,0,0,1,0,0,0
U04164,I1621,2,2025/12/10 11:13,11,0,0,1,0,0,0
U01216,I2295,2,2025/12/10 11:13,11,0,0,1,0,0,0
U04907,I2333,1,2025/12/10 11:13,11,0,0,1,0,0,0
U01333,I2758,1,2025/12/10 11:13,11,0,0,1,0,0,0
U01518,I0371,1,2025/12/10 11:13,11,0,0,1,0,0,0
U00346,I1978,1,2025/12/10 11:13,11,0,0,1,0,0,0
U00541,I0132,2,2025/12/10 11:13,11,0,0,1,0,0,0
U03605,I0289,1,2025/12/10 12:13,12,0,0,1,0,0,0
U00398,I2007,3,2025/12/10 12:13,12,0,0,1,1,0,0
U01959,I2482,1,2025/12/10 12:13,12,0,0,1,0,0,0
U02275,I3113,3,2025/12/10 12:13,12,0,0,1,1,0,0
U01672,I1767,1,2025/12/10 12:13,12,0,0,1,0,0,0
U04654,I1720,3,2025/12/10 12:13,12,0,0,1,1,0,0
U02589,I3159,2,2025/12/10 12:13,12,0,0,1,0,0,0
U02969,I2487,3,2025/12/10 12:13,12,0,0,1,1,0,0
U00286,I0603,1,2025/12/10 12:13,12,0,0,1,0,0,0
U01784,I0221,3,2025/12/10 12:13,12,0,0,1,1,0,0
U00649,I2235,1,2025/12/10 12:13,12,0,0,1,0,0,0
U03041,I1476,1,2025/12/10 12:13,12,0,0,1,0,0,0
U04940,I2379,2,2025/12/10 12:13,12,0,0,1,0,0,0
U01646,I0782,1,2025/12/10 12:13,12,0,0,1,0,0,0
U01658,I0510,3,2025/12/10 12:13,12,0,0,1,1,1,0
U04010,I2492,1,2025/12/10 12:13,12,0,0,1,0,0,0
U01805,I0605,1,2025/12/10 12:13,12,0,0,1,0,0,0
U03207,I0446,2,2025/12/10 13:13,13,0,0,1,0,0,0
U00902,I3242,1,2025/12/10 13:13,13,0,0,1,0,0,0
U02602,I1234,1,2025/12/10 13:13,13,0,0,1,0,0,0
U00048,I0268,3,2025/12/10 13:13,13,0,0,1,1,0,0
U04494,I2509,1,2025/12/10 13:13,13,0,0,1,0,0,0
U02510,I2098,3,2025/12/10 13:13,13,0,0,1,1,0,0
U04500,I0033,3,2025/12/10 13:13,13,0,0,1,1,0,0
U04176,I1682,1,2025/12/10 13:13,13,0,0,1,0,0,0
U02542,I2840,3,2025/12/10 13:13,13,0,0,1,1,0,0
U03941,I3112,1,2025/12/10 13:13,13,0,0,1,0,0,0
U02987,I2583,3,2025/12/10 13:13,13,0,0,1,1,0,0
U01336,I2457,1,2025/12/10 13:13,13,0,0,1,0,0,0
U04718,I0286,2,2025/12/10 13:13,13,0,0,1,0,0,0
U04756,I0266,1,2025/12/10 13:13,13,0,0,1,0,0,0
U02459,I0340,2,2025/12/10 13:13,13,0,0,1,0,0,0
U03064,I2084,1,2025/12/10 13:13,13,0,0,1,0,0,0
U00660,I0675,1,2025/12/10 13:13,13,0,0,1,0,0,0
U00380,I0355,1,2025/12/10 13:13,13,0,0,1,0,0,0
U01688,I1884,2,2025/12/10 13:13,13,0,0,1,0,0,0
U00091,I2801,1,2025/12/10 13:13,13,0,0,1,0,0,0
U01286,I1698,2,2025/12/10 13:13,13,0,0,1,0,0,0
U04052,I0403,2,2025/12/10 13:13,13,0,0,1,0,0,0
U04415,I1111,1,2025/12/10 13:13,13,0,0,1,0,0,0
U01190,I0203,4,2025/12/10 13:13,13,0,0,1,1,0,1
U03996,I2325,1,2025/12/10 14:13,14,0,0,1,0,0,0
U04414,I2518,1,2025/12/10 14:13,14,0,0,1,0,0,0
U04999,I3024,1,2025/12/10 14:13,14,0,0,1,0,1,0
U01497,I0191,1,2025/12/10 14:13,14,0,0,1,0,0,0
U01850,I1074,2,2025/12/10 14:13,14,0,0,1,0,0,0
U02683,I3194,1,2025/12/10 14:13,14,0,0,1,0,0,0
U04861,I1823,3,2025/12/10 14:13,14,0,0,1,1,0,0
U02429,I1407,1,2025/12/10 14:13,14,0,0,1,0,0,0
U02107,I0050,1,2025/12/10 14:13,14,0,0,1,0,0,0
U01265,I1855,2,2025/12/10 14:13,14,0,0,1,0,0,0
U01056,I3028,1,2025/12/10 14:13,14,0,0,1,0,0,0
U03189,I1772,1,2025/12/10 14:13,14,0,0,1,0,0,0
U02860,I0300,3,2025/12/10 14:13,14,0,0,1,1,0,0
U02938,I1512,2,2025/12/10 14:13,14,0,0,1,0,0,0
U02767,I1075,2,2025/12/10 14:13,14,0,0,1,0,0,0
U02453,I1593,3,2025/12/10 14:13,14,0,0,1,1,0,0
U02877,I2720,1,2025/12/10 14:13,14,0,0,1,0,0,0
U04297,I1414,2,2025/12/10 15:13,15,0,0,1,0,0,0
U02788,I1614,2,2025/12/10 15:13,15,0,0,1,0,0,0
U02470,I2041,2,2025/12/10 15:13,15,0,0,1,0,0,0
U02914,I0461,2,2025/12/10 15:13,15,0,0,1,0,0,0
U00832,I0115,1,2025/12/10 15:13,15,0,0,1,0,0,0
U00870,I0373,1,2025/12/10 15:13,15,0,0,1,0,0,0
U03051,I2999,1,2025/12/10 15:13,15,0,0,1,0,0,0
U02591,I1859,2,2025/12/10 15:13,15,0,0,1,0,0,0
U02615,I1772,2,2025/12/10 15:13,15,0,0,1,0,0,0
U02840,I2011,2,2025/12/10 15:13,15,0,0,1,0,0,0
U04820,I3216,2,2025/12/10 15:13,15,0,0,1,0,0,0
U04169,I0770,1,2025/12/10 15:13,15,0,0,1,0,0,0
U00052,I2135,1,2025/12/10 15:13,15,0,0,1,0,0,0
U01163,I1002,1,2025/12/10 15:13,15,0,0,1,0,0,0
U01939,I0465,2,2025/12/10 15:13,15,0,0,1,0,0,0
U04691,I2065,2,2025/12/10 15:13,15,0,0,1,0,0,0
U02973,I2220,2,2025/12/10 15:13,15,0,0,1,0,0,0
U04720,I1134,2,2025/12/10 15:13,15,0,0,1,0,0,0
U02709,I0910,1,2025/12/10 16:13,16,0,0,1,0,0,0
U04590,I2722,1,2025/12/10 16:13,16,0,0,1,0,0,0
U04274,I0599,2,2025/12/10 16:13,16,0,0,1,0,0,0
U03734,I3075,1,2025/12/10 16:13,16,0,0,1,0,0,0
U03491,I2600,1,2025/12/10 16:13,16,0,0,1,0,0,0
U01031,I1179,4,2025/12/10 16:13,16,0,0,1,1,0,1
U03099,I0536,4,2025/12/10 16:13,16,0,0,1,1,0,1
U02765,I1535,2,2025/12/10 16:13,16,0,0,1,0,0,0
U00760,I1114,1,2025/12/10 16:13,16,0,0,1,0,0,0
U03559,I1790,2,2025/12/10 16:13,16,0,0,1,0,0,0
U03546,I1750,2,2025/12/10 16:13,16,0,0,1,0,0,0
U04836,I2334,1,2025/12/10 16:13,16,0,0,1,0,0,0
U00130,I0875,2,2025/12/10 16:13,16,0,0,1,0,0,0
U00809,I1860,1,2025/12/10 16:13,16,0,0,1,0,0,0
U03875,I2523,1,2025/12/10 18:13,18,0,0,1,0,0,0
U04392,I1367,2,2025/12/10 18:13,18,0,0,1,0,0,0
U03262,I1106,1,2025/12/10 18:13,18,0,0,1,0,0,0
U04108,I2161,2,2025/12/10 18:13,18,0,0,1,0,0,0
U00250,I2637,1,2025/12/10 18:13,18,0,0,1,0,0,0
U03494,I1773,2,2025/12/10 19:13,19,0,0,1,0,0,0
U04795,I1371,2,2025/12/10 19:13,19,0,0,1,0,0,0
U01358,I1324,3,2025/12/10 20:13,20,0,0,1,1,0,0
U03489,I0326,1,2025/12/10 20:13,20,0,0,1,0,0,0
U04152,I0820,3,2025/12/10 22:13,22,0,0,1,1,0,0
U02656,I0244,1,2025/12/10 22:13,22,0,0,1,0,0,0
U04804,I2461,2,2025/12/10 22:13,22,0,0,1,0,0,0
U01070,I3307,2,2025/12/10 23:13,23,0,0,1,0,0,0
U04216,I1140,2,2025/12/10 23:13,23,0,0,1,0,0,0
U02702,I0364,2,2025/12/10 23:13,23,0,0,1,0,0,0
U04923,I2325,1,2025/12/10 23:13,23,0,0,1,0,0,0
U02256,I1465,2,2025/12/10 23:13,23,0,0,1,0,0,0
U03958,I1821,2,2025/12/10 23:13,23,0,0,1,0,0,0
U03064,I2352,2,2025/12/10 23:13,23,0,0,1,0,0,0
U00087,I0066,2,2025/12/10 23:13,23,0,0,1,0,0,0
U02124,I3325,1,2025/12/10 23:13,23,0,0,1,0,0,0
U04252,I2260,1,2025/12/11 0:13,0,0,0,1,0,0,0
U02560,I2528,2,2025/12/11 0:13,0,0,0,1,0,0,0
U02076,I0985,1,2025/12/11 0:13,0,0,0,1,0,0,0
U00807,I0713,3,2025/12/11 0:13,0,0,0,1,1,0,0
U04672,I2375,2,2025/12/11 1:13,1,0,0,1,0,0,0
U00776,I2705,1,2025/12/11 1:13,1,0,0,1,0,0,0
U04225,I1116,3,2025/12/11 1:13,1,0,0,1,1,0,0
U04165,I1632,1,2025/12/11 1:13,1,0,0,1,0,0,0
U01024,I2454,1,2025/12/11 1:13,1,0,0,1,0,0,0
U03342,I0416,1,2025/12/11 1:13,1,0,0,1,0,0,0
U00993,I0473,2,2025/12/11 1:13,1,0,0,1,0,0,0
U02754,I0619,2,2025/12/11 1:13,1,0,0,1,0,0,0
U02707,I1750,2,2025/12/11 1:13,1,0,0,1,0,1,0
U03409,I0800,2,2025/12/11 1:13,1,0,0,1,0,0,0
U00506,I0281,2,2025/12/11 1:13,1,0,0,1,0,0,0
U01966,I1370,3,2025/12/11 1:13,1,0,0,1,1,0,0
U01524,I0625,2,2025/12/11 1:13,1,0,0,1,0,0,0
U00192,I1340,2,2025/12/11 2:13,2,0,0,1,0,0,0
U01277,I1344,1,2025/12/11 2:13,2,0,0,1,0,0,0
U01605,I2205,2,2025/12/11 2:13,2,0,0,1,0,0,0
U00359,I1706,2,2025/12/11 2:13,2,0,0,1,0,0,0
U03074,I1072,2,2025/12/11 3:13,3,0,0,1,0,0,0
U04265,I1411,3,2025/12/11 3:13,3,0,0,1,1,0,0
U02262,I0520,1,2025/12/11 3:13,3,0,0,1,0,0,0
U03011,I0616,3,2025/12/11 3:13,3,0,0,1,1,0,0
U02784,I2175,1,2025/12/11 3:13,3,0,0,1,0,0,0
U01153,I0066,1,2025/12/11 3:13,3,0,0,1,0,0,0
U03955,I2549,2,2025/12/11 3:13,3,0,0,1,0,0,0
U04081,I1446,4,2025/12/11 4:13,4,0,0,1,1,0,1
U01224,I0498,4,2025/12/11 4:13,4,0,0,1,1,0,1
U01874,I0468,2,2025/12/11 4:13,4,0,0,1,0,0,0
U04424,I2014,1,2025/12/11 4:13,4,0,0,1,0,0,0
U02702,I0371,1,2025/12/11 4:13,4,0,0,1,0,0,0
U02775,I0761,1,2025/12/11 5:13,5,0,0,1,0,0,0
U01164,I0361,1,2025/12/11 5:13,5,0,0,1,0,0,0
U01049,I2419,1,2025/12/11 5:13,5,0,0,1,0,0,0
U00716,I1961,3,2025/12/11 5:13,5,0,0,1,1,0,0
U02691,I2918,1,2025/12/11 5:13,5,0,0,1,0,0,0
U00133,I3290,1,2025/12/11 5:13,5,0,0,1,0,0,0
U04775,I2999,2,2025/12/11 5:13,5,0,0,1,0,0,0
U02917,I2817,2,2025/12/11 5:13,5,0,0,1,0,0,0
U01941,I3054,3,2025/12/11 5:13,5,0,0,1,1,0,0
U00691,I0302,1,2025/12/11 6:13,6,0,0,1,0,0,0
U03919,I2262,3,2025/12/11 6:13,6,0,0,1,1,0,0
U00040,I1703,1,2025/12/11 6:13,6,0,0,1,0,0,0
U04958,I0358,1,2025/12/11 6:13,6,0,0,1,0,0,0
U04268,I2210,2,2025/12/11 7:13,7,0,0,1,0,0,0
U04385,I0114,2,2025/12/11 7:13,7,0,0,1,0,0,0
U02122,I3270,2,2025/12/11 7:13,7,0,0,1,0,0,0
U03027,I1566,1,2025/12/11 7:13,7,0,0,1,0,0,0
U01536,I1371,2,2025/12/11 7:13,7,0,0,1,0,0,0
U00609,I1738,2,2025/12/11 7:13,7,0,0,1,0,0,0
U00150,I3050,2,2025/12/11 7:13,7,0,0,1,0,0,0
U01973,I1890,1,2025/12/11 7:13,7,0,0,1,0,0,0
U00960,I3204,1,2025/12/11 7:13,7,0,0,1,0,0,0
U02127,I0365,2,2025/12/11 7:13,7,0,0,1,0,0,0
U02720,I0971,3,2025/12/11 7:13,7,0,0,1,1,0,0
U01361,I1654,1,2025/12/11 7:13,7,0,0,1,0,0,0
U00134,I0354,2,2025/12/11 7:13,7,0,0,1,0,0,0
U01996,I1424,1,2025/12/11 7:13,7,0,0,1,0,0,0
U02254,I1305,1,2025/12/11 7:13,7,0,0,1,0,0,0
U00822,I1193,1,2025/12/11 7:13,7,0,0,1,0,0,0
U03796,I2612,2,2025/12/11 7:13,7,0,0,1,0,0,0
U04741,I0144,3,2025/12/11 8:13,8,0,0,1,1,0,0
U04728,I2519,2,2025/12/11 8:13,8,0,0,1,0,0,0
U04838,I2559,2,2025/12/11 8:13,8,0,0,1,0,0,0
U01628,I2693,1,2025/12/11 8:13,8,0,0,1,0,0,0
U01322,I0393,1,2025/12/11 8:13,8,0,0,1,0,0,0
U03140,I2883,1,2025/12/11 8:13,8,0,0,1,0,0,0
U00355,I2353,1,2025/12/11 9:13,9,0,0,1,0,0,0
U00662,I2651,2,2025/12/11 9:13,9,0,0,1,0,0,0
U00061,I1125,3,2025/12/11 9:13,9,0,0,1,1,0,0
U01000,I0359,4,2025/12/11 9:13,9,0,0,1,1,0,1
U03315,I2266,1,2025/12/11 9:13,9,0,0,1,0,0,0
U01857,I2087,1,2025/12/11 9:13,9,0,0,1,0,0,0
U01048,I0474,2,2025/12/11 9:13,9,0,0,1,0,0,0
U01366,I2353,2,2025/12/11 9:13,9,0,0,1,0,0,0
U02862,I1482,1,2025/12/11 10:13,10,0,0,1,0,0,0
U03741,I0006,2,2025/12/11 10:13,10,0,0,1,0,0,0
U03521,I1578,1,2025/12/11 10:13,10,0,0,1,0,0,0
U03640,I1736,2,2025/12/11 10:13,10,0,0,1,0,0,0
U03486,I0823,2,2025/12/11 10:13,10,0,0,1,0,0,0
U02767,I3301,2,2025/12/11 10:13,10,0,0,1,0,0,0
U01109,I0434,1,2025/12/11 10:13,10,0,0,1,0,0,0
U01279,I1684,2,2025/12/11 10:13,10,0,0,1,0,0,0
U02669,I2801,3,2025/12/11 11:13,11,0,0,1,1,0,0
U03933,I3151,1,2025/12/11 11:13,11,0,0,1,0,0,0
U00293,I2239,1,2025/12/11 11:13,11,0,0,1,0,0,0
U02235,I1418,1,2025/12/11 11:13,11,0,0,1,0,0,0
U00353,I2033,3,2025/12/11 11:13,11,0,0,1,1,0,0
U04638,I1972,2,2025/12/11 11:13,11,0,0,1,0,0,0
U00602,I1434,1,2025/12/11 11:13,11,0,0,1,0,0,0
U00096,I2135,2,2025/12/11 11:13,11,0,0,1,0,0,0
U00654,I2021,2,2025/12/11 11:13,11,0,0,1,0,0,0
U03109,I0758,1,2025/12/11 11:13,11,0,0,1,0,0,0
U03771,I0235,4,2025/12/11 11:13,11,0,0,1,1,0,1
U04970,I1272,1,2025/12/11 11:13,11,0,0,1,0,0,0
U02328,I1593,2,2025/12/11 11:13,11,0,0,1,0,0,0
U01547,I2977,2,2025/12/11 11:13,11,0,0,1,0,0,0
U02403,I1815,1,2025/12/11 11:13,11,0,0,1,0,0,0
U03637,I2780,2,2025/12/11 11:13,11,0,0,1,0,0,0
U04762,I2895,1,2025/12/11 11:13,11,0,0,1,0,0,0
U03157,I3283,2,2025/12/11 11:13,11,0,0,1,0,0,0
U00081,I1003,2,2025/12/11 12:13,12,0,0,1,0,0,0
U00217,I0936,2,2025/12/11 12:13,12,0,0,1,0,0,0
U04165,I0345,1,2025/12/11 12:13,12,0,0,1,0,0,0
U04366,I1691,3,2025/12/11 12:13,12,0,0,1,1,0,0
U02541,I3192,1,2025/12/11 12:13,12,0,0,1,0,0,0
U03598,I3116,1,2025/12/11 12:13,12,0,0,1,0,0,0
U01508,I2823,1,2025/12/11 12:13,12,0,0,1,0,0,0
U04604,I3102,5,2025/12/11 12:13,12,0,0,1,1,1,1
U01408,I0389,1,2025/12/11 12:13,12,0,0,1,0,0,0
U00072,I2051,1,2025/12/11 12:13,12,0,0,1,0,0,0
U00381,I2780,2,2025/12/11 12:13,12,0,0,1,0,0,0
U02211,I0013,2,2025/12/11 12:13,12,0,0,1,0,0,0
U00630,I2731,1,2025/12/11 12:13,12,0,0,1,0,0,0
U00104,I0902,1,2025/12/11 13:13,13,0,0,1,0,0,0
U03131,I3192,2,2025/12/11 13:13,13,0,0,1,0,0,0
U01930,I3120,2,2025/12/11 13:13,13,0,0,1,0,0,0
U01991,I0964,1,2025/12/11 13:13,13,0,0,1,0,0,0
U00546,I2090,1,2025/12/11 13:13,13,0,0,1,0,0,0
U03039,I2889,2,2025/12/11 13:13,13,0,0,1,0,0,0
U00436,I0277,1,2025/12/11 13:13,13,0,0,1,0,0,0
U01368,I1439,1,2025/12/11 13:13,13,0,0,1,0,0,0
U02274,I0441,1,2025/12/11 13:13,13,0,0,1,0,0,0
U03008,I1038,2,2025/12/11 13:13,13,0,0,1,0,0,0
U01677,I2480,1,2025/12/11 13:13,13,0,0,1,0,0,0
U02799,I2124,3,2025/12/11 13:13,13,0,0,1,1,0,0
U01038,I0125,2,2025/12/11 13:13,13,0,0,1,0,0,0
U00569,I2623,2,2025/12/11 14:13,14,0,0,1,0,0,0
U01867,I0171,2,2025/12/11 14:13,14,0,0,1,0,0,0
U00801,I0440,2,2025/12/11 14:13,14,0,0,1,0,0,0
U02642,I1377,2,2025/12/11 14:13,14,0,0,1,0,0,0
U04480,I2532,2,2025/12/11 14:13,14,0,0,1,0,0,0
U04565,I1151,1,2025/12/11 14:13,14,0,0,1,0,0,0
U01019,I2566,1,2025/12/11 14:13,14,0,0,1,0,0,0
U00116,I2023,2,2025/12/11 14:13,14,0,0,1,0,0,0
U03437,I0950,3,2025/12/11 14:13,14,0,0,1,1,0,0
U02535,I0319,2,2025/12/11 14:13,14,0,0,1,0,0,0
U03326,I2811,3,2025/12/11 14:13,14,0,0,1,1,0,0
U04047,I2471,3,2025/12/11 14:13,14,0,0,1,1,0,0
U00996,I0915,1,2025/12/11 14:13,14,0,0,1,0,0,0
U04736,I2205,2,2025/12/11 15:13,15,0,0,1,0,0,0
U04461,I0336,3,2025/12/11 15:13,15,0,0,1,1,0,0
U03138,I1570,1,2025/12/11 15:13,15,0,0,1,0,0,0
U01053,I2695,1,2025/12/11 15:13,15,0,0,1,0,0,0
U00854,I1295,1,2025/12/11 15:13,15,0,0,1,0,0,0
U01306,I1949,2,2025/12/11 15:13,15,0,0,1,0,0,0
U03037,I3219,5,2025/12/11 15:13,15,0,0,1,1,1,1
U04944,I2841,2,2025/12/11 15:13,15,0,0,1,0,0,0
U01096,I1080,1,2025/12/11 15:13,15,0,0,1,0,0,0
U03676,I0116,2,2025/12/11 15:13,15,0,0,1,0,0,0
U02337,I1497,2,2025/12/11 16:13,16,0,0,1,0,0,0
U04683,I1130,2,2025/12/11 16:13,16,0,0,1,0,0,0
U02824,I0854,1,2025/12/11 16:13,16,0,0,1,0,0,0
U04859,I1875,1,2025/12/11 16:13,16,0,0,1,0,0,0
U01172,I2161,1,2025/12/11 16:13,16,0,0,1,0,0,0
U00773,I0445,4,2025/12/11 16:13,16,0,0,1,1,0,1
U04225,I1620,2,2025/12/11 16:13,16,0,0,1,0,0,0
U03817,I0439,3,2025/12/11 16:13,16,0,0,1,1,0,0
U03959,I1637,1,2025/12/11 16:13,16,0,0,1,0,0,0
U01348,I0879,1,2025/12/11 16:13,16,0,0,1,0,0,0
U03606,I1963,1,2025/12/11 16:13,16,0,0,1,0,0,0
U04038,I1023,1,2025/12/11 16:13,16,0,0,1,0,0,0
U02247,I1756,2,2025/12/11 16:13,16,0,0,1,0,0,0
U00879,I0588,2,2025/12/11 16:13,16,0,0,1,0,0,0
U00630,I0232,1,2025/12/11 16:13,16,0,0,1,0,0,0
U02118,I2040,2,2025/12/11 16:13,16,0,0,1,0,0,0
U00046,I2704,3,2025/12/11 16:13,16,0,0,1,1,0,0
U01060,I1094,2,2025/12/11 19:13,19,0,0,1,0,0,0
U04785,I1453,2,2025/12/11 19:13,19,0,0,1,0,0,0
U03525,I3254,1,2025/12/11 21:13,21,0,0,1,0,0,0
U02975,I1218,2,2025/12/11 21:13,21,0,0,1,0,0,0
U03800,I2686,2,2025/12/11 21:13,21,0,0,1,0,0,0
U02058,I2315,1,2025/12/11 23:13,23,0,0,1,0,0,0
U01817,I0890,3,2025/12/11 23:13,23,0,0,1,1,0,0
U03271,I1405,2,2025/12/11 23:13,23,0,0,1,0,0,0
U03121,I2902,1,2025/12/11 23:13,23,0,0,1,0,0,0
U01647,I3266,2,2025/12/11 23:13,23,0,0,1,0,0,0
U02505,I2096,1,2025/12/11 23:13,23,0,0,1,0,0,0
U00661,I0121,3,2025/12/11 23:13,23,0,0,1,1,0,0
