id,first_user_id,second_user_id,status,create_time,update_time
2043642606338904065_2043642606338906201,2043642606338904065,2043642606338906201,EACH_FOLLOW,2026-02-02 08:27:00,2026-02-02 08:39:00
2043642606338904065_2043642606338906202,2043642606338904065,2043642606338906202,FIRST_FOLLOW,2026-02-02 08:34:00,2026-02-02 08:46:00
2043642606338906203_2043642606338904065,2043642606338906203,2043642606338904065,SECOND_FOLLOW,2026-02-02 08:41:00,2026-02-02 08:53:00
2043642606338904065_2043642606338906204,2043642606338904065,2043642606338906204,EACH_FOLLOW,2026-02-02 08:48:00,2026-02-02 09:00:00
2043642606338904065_2043642606338906205,2043642606338904065,2043642606338906205,FIRST_FOLLOW,2026-02-02 08:55:00,2026-02-02 09:07:00
2043642606338906206_2043642606338904065,2043642606338906206,2043642606338904065,SECOND_FOLLOW,2026-02-02 09:02:00,2026-02-02 09:14:00
2043642606338904065_2043642606338906207,2043642606338904065,2043642606338906207,EACH_FOLLOW,2026-02-02 09:09:00,2026-02-02 09:21:00
2043642606338904065_2043642606338906208,2043642606338904065,2043642606338906208,FIRST_FOLLOW,2026-02-02 09:16:00,2026-02-02 09:28:00
2043642606338906209_2043642606338904065,2043642606338906209,2043642606338904065,SECOND_FOLLOW,2026-02-02 09:23:00,2026-02-02 09:35:00
2043642606338904065_2043642606338906210,2043642606338904065,2043642606338906210,EACH_FOLLOW,2026-02-02 09:30:00,2026-02-02 09:42:00
2043642606338904065_2043642606338906211,2043642606338904065,2043642606338906211,FIRST_FOLLOW,2026-02-02 09:37:00,2026-02-02 09:49:00
2043642606338906212_2043642606338904065,2043642606338906212,2043642606338904065,SECOND_FOLLOW,2026-02-02 09:44:00,2026-02-02 09:56:00
2043642606338904065_2043642606338906213,2043642606338904065,2043642606338906213,EACH_FOLLOW,2026-02-02 09:51:00,2026-02-02 10:03:00
2043642606338904065_2043642606338906214,2043642606338904065,2043642606338906214,FIRST_FOLLOW,2026-02-02 09:58:00,2026-02-02 10:10:00
2043642606338906215_2043642606338904065,2043642606338906215,2043642606338904065,SECOND_FOLLOW,2026-02-02 10:05:00,2026-02-02 10:17:00
2043642606338904065_2043642606338906216,2043642606338904065,2043642606338906216,EACH_FOLLOW,2026-02-02 10:12:00,2026-02-02 10:24:00
2043642606338904065_2043642606338906217,2043642606338904065,2043642606338906217,FIRST_FOLLOW,2026-02-02 10:19:00,2026-02-02 10:31:00
2043642606338906218_2043642606338904065,2043642606338906218,2043642606338904065,SECOND_FOLLOW,2026-02-02 10:26:00,2026-02-02 10:38:00
2043642606338904065_2043642606338906219,2043642606338904065,2043642606338906219,EACH_FOLLOW,2026-02-02 10:33:00,2026-02-02 10:45:00
2043642606338904065_2043642606338906220,2043642606338904065,2043642606338906220,FIRST_FOLLOW,2026-02-02 10:40:00,2026-02-02 10:52:00
